Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2015,Josephine McPherson and Donald Heslep,Virginia,Construction,"U. of Mary Washington (Fredericksburg, Va.)",Virginia,Colleges and universities,Pledge,"$1,250,000 "
2015,Carl and Sally Gable,Georgia,Law,Atlanta Symphony Orchestra,Georgia,Arts,Pledge,"$1,250,000 "
2015,Robert F. Smith,Texas,Finance,"Trail Foundation (Austin, Tex.)",Texas,Sports and recreation,Pledge,"$1,200,000 "
2015,Loran and Eva Whitelock,California,Education,"Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Bequest,"$1,200,000 "
2015,Michael M. Crow and Sybil Francis,Arizona,Government,Arizona State U. Foundation (Tempe),Arizona,Colleges and universities,Gift,"$1,200,000 "
2015,William and Jane Reynolds,Colorado,"Education, Real estate",U. of Colorado at Boulder,Colorado,Colleges and universities,Pledge,"$1,200,000 "
2015,Bruce and Sara Swann Shipley,Tennessee,Engineering,Milligan College (Tenn.),Tennessee,Colleges and universities,,"$1,200,000 "
2015,Manship family,Louisiana,Media and entertainment,Louisiana State U. (Baton Rouge),Louisiana,Colleges and universities,,"$1,200,000 "
2015,Violet Laack,Wisconsin,Education,Chilton Area Community Foundation (Wis.),Wisconsin,Education,Bequest,"$1,200,000 "
2015,Sue Davison Cooley,Oregon,"Industry, Real estate","Wilson College (Chambersburg, Pa.)",Pennsylvania,Colleges and universities,,"$1,200,000 "
2015,Anonymous,,,U. of Hawaii Foundation (Manoa),Hawaii,Colleges and universities,Gift,"$1,200,000 "
2015,Ronald Read,Vermont,Investments,"Brooks Memorial Library (Brattleboro, Vt.)",Vermont,Museums and libraries,BequestUnrestricted,"$1,200,000 "
2015,Cal Turner Jr.,Tennessee,Retail,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,Gift,"$1,200,000 "
2015,Robert and Elayne Stein,California,Investments,Santa Cruz County Government Center (Calif.),California,Other groups,Bequest,"$1,129,480 "
2015,Steven L. Craig,California,Real estate,Missouri Western State U. Foundation (St. Joseph),Missouri,Colleges and universities,Gift,"$1,100,000 "
2015,Margaret Finley,Tennessee,Manufacturing,U. of Tennessee at Chattanooga,Tennessee,Colleges and universities,Gift,"$1,100,000 "
2015,Joe F. Sanderson Jr. and Kathy Sanderson,Mississippi,Food and beverage,"William Carey U. (Hattiesburg, Miss.)",Mississippi,Colleges and universities,Gift,"$1,100,000 "
2015,Dennis & Mireille Gillings Foundation (Dennis and Mireille Gillings),North Carolina,"Health care, Pharmaceuticals",European Organization for Research and Treatment of Cancer (Belgium),,International,Gift,"$1,090,000 "
2015,Hazel L. Sutton Trust (Hazel L. Sutton),West Virginia,,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Bequest,"$1,080,000 "
2015,Alexandra (Sandy) Mason,Kansas,Education,U. of Kansas Endowment (Lawrence),Kansas,Colleges and universities,Bequest,"$1,030,000 "
2015,Bill and Ruth Scott,Nebraska,Investments,U. of Nebraska Medical Center (Omaha),Nebraska,Health,Gift,"$1,000,000 "
2015,Lefkofsky Family Foundation (Eric and Elizabeth Lefkofsky),Illinois,Technology,Rehabilitation Institution of Chicago,Illinois,Health,,"$1,000,000 "
2015,Edsel B. Ford II and Cynthia Ford,Michigan,"Family wealth, Transportation",Juvenile Diabetes Research Foundation (New York),New York,Health,Gift,"$1,000,000 "
2015,Jim and Donna Sublett,,,Florida Gulf Coast U. (Fort Myers),Florida,Colleges and universities,Pledge,"$1,000,000 "
2015,Dean and Janie Schreiner,,,Florida Gulf Coast U. (Fort Myers),Florida,Colleges and universities,Pledge,"$1,000,000 "
2015,Harold C. Simmons,Texas,Investments,Educational First Steps (Dallas),Texas,Education,Gift,"$1,000,000 "
2015,Troy Aikman,,Professional Sports,U. of California at Los Angeles,California,Colleges and universities,Gift,"$1,000,000 "
2015,Wegman Family Charitable Foundation (Danny Wegman),New York,Food and beverage,Rochester Regional Health (N.Y.),New York,Health,Gift,"$1,000,000 "
2015,Carol A. Kiryluk,Florida,Consulting,U. of Pennsylvania (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2015,Chris and Courtney Combe,New York,Health products,"Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$1,000,000 "
2015,Eric and Elizabeth Lefkofsky,Illinois,Technology,"Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$1,000,000 "
2015,Henry L. Hillman,Pennsylvania,"Family wealth, Investments","Westminster Choir College of Rider U. (Princeton, N.J.)",New Jersey,Colleges and universities,Gift,"$1,000,000 "
2015,Jayne Koskinas Ted Giovanis Foundation for Health and Policy (Theodore Giovanis),Maryland,Consulting,Johns Hopkins Medicine (Baltimore),Maryland,Colleges and universities,Gift,"$1,000,000 "
2015,K. Robert and Lauren Tolub Turner,California,Finance,"U. of Pennsylvania, Wharton School (Philadelphia)",Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2015,Walter and Jean Kalberer,Ohio,,Ideastream (Cleveland),Ohio,Other groups,Gift,"$1,000,000 "
2015,Andy and Avery Barth,California,Finance,"National Wrestling Hall of Fame (Stillwater, Okla.)",Oklahoma,Sports and recreation,Gift,"$1,000,000 "
2015,Andy and Avery Barth,California,Finance,"Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Gift,"$1,000,000 "
2015,Tim and Lisa Sloan,California,Finance,"Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Gift,"$1,000,000 "
2015,Milias Foundation (Mitch and Margot Milias),Pennsylvania,Finance,"Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Gift,"$1,000,000 "
2015,Mario and Therese Molina,California,Health care,"Huntington Library, Art Collections, and Botanical Gardens (San Marino, Calif.)",California,Museums and libraries,Gift,"$1,000,000 "
2015,Walter B. Potter Jr.,Virginia,Media and entertainment,"U. of Missouri, School of Journalism (Columbia)",Missouri,Colleges and universities,Gift,"$1,000,000 "
2015,Timothy Blair,California,Marketing,"U. of Missouri, School of Journalism (Columbia)",Missouri,Colleges and universities,Pledge,"$1,000,000 "
2015,James and Louise Glasser,Illinois,Finance,Field Museum (Chicago),Illinois,Museums and libraries,Gift,"$1,000,000 "
2015,Eugene Van Scott and Ruey Yu,,Health products,Temple U. School of Medicine (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2015,Bader Philanthropies (Alfred and Isabel Bader),Wisconsin,"Chemicals, Technology",Milwaukee Succeeds,Wisconsin,Education,Gift,"$1,000,000 "
2015,Herb Kohl Philanthropies (Herbert H. (Herb) Kohl),Wisconsin,Investments,Milwaukee Succeeds,Wisconsin,Education,Gift,"$1,000,000 "
2015,Ed and Beatriz Schweitzer,Washington,Engineering,Pullman-Moscow Regional Airport (Wash.),Washington,Other groups,Gift,"$1,000,000 "
2015,Morton and Amy Friedkin,California,Real estate,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2015,Louis Feil Charitable Trust (Louis Feil),New York,Real estate,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,GiftUnrestricted,"$1,000,000 "
2015,Arthur and Toni Rembe Rock,California,Finance,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,GiftUnrestricted,"$1,000,000 "
2015,Jack C. Taylor,Missouri,Retail,Opera Theatre of Saint Louis (St. Louis),Missouri,Arts,Gift,"$1,000,000 "
2015,Jack C. Taylor,Missouri,Retail,Friends of the National World War II Memorial (Washington),District of Columbia,Historic preservation,Gift,"$1,000,000 "
2015,Jack C. Taylor,Missouri,Retail,"Better Angels Society (Shelburne Falls, Mass.)",Massachusetts,Arts,Gift,"$1,000,000 "
2015,David and Joan Reed,Connecticut,Health care,U. of Connecticut (Storrs),Connecticut,Colleges and universities,Gift,"$1,000,000 "
2015,Robert H. McKinney,Indiana,Finance,Marian U. (Ind.),Indiana,Colleges and universities,Gift,"$1,000,000 "
2015,John and Sarah Lechleiter,Indiana,Pharmaceuticals,Catholic Education Foundation of Louisville (Ky.),Kentucky,Education,Gift,"$1,000,000 "
2015,Larry L. Hillblom Foundation (Terry Hillblom and Grant Anderson),California,Transportation,U. of California at San Francisco-Fresno,California,Health,Gift,"$1,000,000 "
2015,Daniel S. Loeb,New York,Finance,Families for Excellent Schools (New York),New York,Education,Gift,"$1,000,000 "
2015,Julian H. Robertson Jr.,New York,Finance,Families for Excellent Schools (New York),New York,Education,Gift,"$1,000,000 "
2015,Candy Spelling,,Entertainment,Boston U.,Massachusetts,Colleges and universities,Gift,"$1,000,000 "
2015,Reginald F. Lewis Foundation (Loida Nicolas Lewis),New York,"Food and beverage, Investments","Smithsonian Institution, National Museum of African American History and Culture (Washington)",District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2015,Beatrice Knapp McDowell,Ohio,Law,Ohio Wesleyan U. (Delaware),Ohio,Colleges and universities,Bequest,"$1,000,000 "
2015,Elaine Wynn,Nevada,"Casinos, Family wealth, Hotels",John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Marc and Eva Stern,California,Finance,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Iris Smith,Colorado,Oil,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Deborah Rose and Jan A.J. Stolwijk,District of Columbia,Health care,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Anonymous,,,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Psalms Foundation (Carl H. Lindner III and Martha Lindner),Ohio,Finance,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Dick and Betsy DeVos Family Foundation (Dick and Betsy DeVos),Michigan,"Investments, Real estate",John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Adrienne Arsht,Florida,Finance,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$1,000,000 "
2015,Anonymous,,,Syracuse U. (N.Y.),New York,Colleges and universities,Gift,"$1,000,000 "
2015,Raymond G. Chambers,New Jersey,Finance,Stanford U. (Calif.),California,Colleges and universities,Gift,"$1,000,000 "
2015,Steven and Grace Voorhis,California,Finance,Stanford U. (Calif.),California,Colleges and universities,Gift,"$1,000,000 "
2015,Jan Van Dyke,North Carolina,Entertainment,ArtsGreensboro (N.C.),North Carolina,Arts,Gift,"$1,000,000 "
2015,Stephen and Patricia Breen Lang,,,"Miami U. (Oxford, Ohio)",Ohio,Colleges and universities,Gift,"$1,000,000 "
2015,Ray and Carole Neag,Connecticut,"Health products, Manufacturing","Berks Encore (Reading, Pa.)",Pennsylvania,Health,Gift,"$1,000,000 "
2015,Anonymous,,,Auburn U. (Ala.),Alabama,Colleges and universities,Gift,"$1,000,000 "
2015,Jim McLane,Alabama,Health care,Auburn U. (Ala.),Alabama,Colleges and universities,Gift,"$1,000,000 "
2015,Jane Brock-Wilson,Massachusetts,Finance,"Purdue U. (West Lafayette, Ind.)",Indiana,Colleges and universities,Gift,"$1,000,000 "
2015,Mike and Alice Jackson,Florida,Retail,"Nova Southeastern U. (Ft. Lauderdale, Fla.)",Florida,Colleges and universities,Gift,"$1,000,000 "
2015,Thomas Panza and Susan Horovitz Maurer,Florida,Law,"Nova Southeastern U. (Ft. Lauderdale, Fla.)",Florida,Colleges and universities,Gift,"$1,000,000 "
2015,Gerald and Natalina Ferlauto,South Carolina,Health care,Greenville Health System (S.C.),South Carolina,Health,,"$1,000,000 "
2015,Anonymous,,,Pine Point School,,Education,,"$1,000,000 "
2015,Mike and Lynn McBride,South Carolina,Health care,Clemson U. (S.C.),South Carolina,Colleges and universities,,"$1,000,000 "
2015,Grant Woods,Arizona,Law,"Arizona State U., Sandra Day O'Connor School of Law (Tempe)",Arizona,Colleges and universities,,"$1,000,000 "
2015,Rodgers Family Foundation (Thomas A. Rodgers Jr. III),,Family wealth,"Bristol Community College (Fall River, Mass.)",Massachusetts,Colleges and universities,Bequest,"$1,000,000 "
2015,Bai Lee,New York,Health care,Binghamton U. (N.Y.),New York,Colleges and universities,,"$1,000,000 "
2015,Hugh Culverhouse Jr.,Florida,"Law, Real estate",U. of Alabama at Tuscaloosa,Alabama,Colleges and universities,PledgeMatching,"$1,000,000 "
2015,Eleanor R. Baldwin,Florida,,Florida Atlantic U. (Boca Raton),Florida,Colleges and universities,,"$1,000,000 "
2015,David and Cecelia Ratcliffe,Georgia,Energy,Zoo Atlanta,Georgia,Zoos and aquariums,,"$1,000,000 "
2015,Jane Dale Owen,,,Blaffer Art Museum at the U. of Houston,Texas,Colleges and universities,Bequest,"$1,000,000 "
2015,Ed and Myrtle Lou Swindle,Florida,"Agriculture, Industry","Warner U. (Lake Wales, Fla.)",Florida,Colleges and universities,Pledge,"$1,000,000 "
2015,Thomas and Martha Murdock,,Technology,"Purdue U. (West Lafayette, Ind.)",Indiana,Colleges and universities,,"$1,000,000 "
2015,Lois Gray,,Education,"Cornell U. (Ithaca, N.Y.)",New York,Colleges and universities,,"$1,000,000 "
2015,Bruce and Avis Richards,,Finance,U. of Maryland at College Park,Maryland,Colleges and universities,Pledge,"$1,000,000 "
2015,Holly Hunt,Illinois,Investments,School of the Art Institute of Chicago,Illinois,Colleges and universities,,"$1,000,000 "
2015,Neil Bluhm,Illinois,Real estate,School of the Art Institute of Chicago,Illinois,Colleges and universities,,"$1,000,000 "
2015,Malavalli Family Foundation (Kumar Malavalli),California,Technology,California State U. at East Bay (Hayward),California,Colleges and universities,Pledge,"$1,000,000 "
2015,David and Nancy Auth,Florida,Engineering,Max Planck Florida Foundation (Jupiter),Florida,Foundations,,"$1,000,000 "
2015,William and Cherilyn Deary,,Health care,Michigan State U. (East Lansing),Michigan,Colleges and universities,,"$1,000,000 "
2015,Dan and Cindee Diepenhorst,Texas,Finance,Texas State U. at San Marcos,Texas,Colleges and universities,,"$1,000,000 "
2015,Jim and Ellen Tressel,Ohio,Education,Youngstown State U. (Ohio),Ohio,Colleges and universities,Pledge,"$1,000,000 "
2015,Tom and Mary Dyk,,"Energy, Oil",Montana Tech of the U. of Montana (Butte),Montana,Colleges and universities,,"$1,000,000 "
2015,Raymond F. and Judith K. McCaskey,Illinois,"Health care, Insurance","Wartburg College (Waverly, Iowa)",Iowa,Colleges and universities,ChallengeGift,"$1,000,000 "
2015,Marc and Eva Stern Foundation (Marc Stern),California,Finance,"Rowan U., Cooper Medical School (Glassboro, N.J.)",New Jersey,Colleges and universities,,"$1,000,000 "
2015,Peter and Prudence Meehan,North Carolina,,U. of North Carolina at Chapel Hill,North Carolina,Colleges and universities,,"$1,000,000 "
2015,Richard McDonald,Florida,,"Eric Carle Museum of Picture Book Art (Amherst, Mass.)",Massachusetts,Museums and libraries,,"$1,000,000 "
2015,Catherine Dower,Massachusetts,Education,Westfield State U. (Mass.),Massachusetts,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,U. of Missouri at Kansas City Foundation,Missouri,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,U. of Missouri at Kansas City Foundation,Missouri,Colleges and universities,,"$1,000,000 "
2015,Virginia James,,,Orchestra of St. Luke's (New York),New York,Arts,,"$1,000,000 "
2015,William Chase Speidel,,,"Shorter U. (Rome, Ga.)",Georgia,Colleges and universities,Bequest,"$1,000,000 "
2015,Gerald and Eileen Lieberman,New York,Finance,Solomon Schechter School of Manhattan (New York),New York,Education,,"$1,000,000 "
2015,Abraham and Mildred Goldstein Charitable Trust (Abraham and Mildred Goldstein),,,Western Connecticut Health Network (Danbury),Connecticut,Health,,"$1,000,000 "
2015,Mike and Ann Ciresi,Minnesota,Law,Children's Hospitals and Clinics of Minnesota Foundation (Minneapolis),Minnesota,Health,,"$1,000,000 "
2015,James and Janet Blanchard,Michigan,Government,Michigan State U. (East Lansing),Michigan,Colleges and universities,,"$1,000,000 "
2015,Drew and Brittany Brees,Louisiana,Professional Sports,"Purdue U. (West Lafayette, Ind.)",Indiana,Colleges and universities,,"$1,000,000 "
2015,Clements Foundation (William P. Clements Jr. and Rita Clements),Texas,Oil,"Southern Methodist U. in Taos (Ranchos de Taos, N.M.)",New Mexico,Colleges and universities,Bequest,"$1,000,000 "
2015,Anonymous,,,Emory U. School of Law (Atlanta),Georgia,Colleges and universities,,"$1,000,000 "
2015,Anthony E. Meyer,New York,Finance,William E. Macaulay Honors College at City U. of New York,New York,Colleges and universities,,"$1,000,000 "
2015,Howard and Vera Million,Illinois,Agriculture,"Passavant Area Hospital Foundation (Jacksonville, Ill.)",Illinois,Health,Bequest,"$1,000,000 "
2015,Beverly (Gerhardson) and Lloyd Paulson Family Donor Advised Fund (Lloyd Paulson),Minnesota,Retail,South Dakota Parks and Wildlife Foundation (Pierre),South Dakota,Other groups,,"$1,000,000 "
2015,Lloyd Paulson,Minnesota,Retail,"Youth & Family Services (Rapid City, S.D.)",South Dakota,Children and youths,ChallengeGift,"$1,000,000 "
2015,Lee and Marilyn Tenzer,Illinois,Finance,"DePauw U. (Greencastle, Ind.)",Indiana,Colleges and universities,,"$1,000,000 "
2015,Ed and Shirley Babka,Iowa,,"UnityPoint Health Finley Health Foundation (Dubuque, Iowa)",Iowa,Health,,"$1,000,000 "
2015,Brian and Amy France,New York,Professional Sports,"Providence Day School (Charlotte, N.C.)",North Carolina,Education,,"$1,000,000 "
2015,Jimmie Edwards,North Carolina,Chemicals,Dillard U. (New Orleans),Louisiana,Colleges and universities,,"$1,000,000 "
2015,Jeffrey and Susan Brudnick,Massachusetts,Insurance,Chelsea Jewish Foundation (Mass.),Massachusetts,Foundations,Pledge,"$1,000,000 "
2015,Bob and Marilyn Bogle,Arkansas,Retail,U. of Arkansas at Fayetteville,Arkansas,Colleges and universities,Pledge,"$1,000,000 "
2015,James and Sharon Maida,New Jersey,Entertainment,"Rutgers U. School of Law (Camden, N.J.)",New Jersey,Colleges and universities,,"$1,000,000 "
2015,Majerus Family Foundation (Majerus (Rick) family),,Education,Marquette U. (Milwaukee),Wisconsin,Colleges and universities,,"$1,000,000 "
2015,Margaret Yates,Massachusetts,Retail,"Permanent Endowment Fund for Martha's Vineyard (Oak Bluffs, Mass.)",Massachusetts,Community foundations,Bequest,"$1,000,000 "
2015,Jorge Rico,Florida,Health care,"St. Thomas U. (Miami Gardens, Fla.)",Florida,Colleges and universities,,"$1,000,000 "
2015,Scott Mueller,Ohio,Retail,"U. of Miami (Coral Gables, Fla.)",Florida,Colleges and universities,,"$1,000,000 "
2015,Carol Lazier,California,Family wealth,San Diego Opera,California,Arts,,"$1,000,000 "
2015,Howard and Diane Long,,Professional Sports,Villanova U. (Pa.),Pennsylvania,Colleges and universities,Pledge,"$1,000,000 "
2015,Robert and Myra Kraft Family Foundation (Robert K. Kraft),Massachusetts,Investments,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Gift,"$1,000,000 "
2015,Charles Barkley,,Entertainment,"Wounded Warrior Project (Jacksonville, Fla.)",Florida,Other groups,,"$1,000,000 "
2015,Charles Barkley,,Entertainment,Auburn U. (Ala.),Alabama,Colleges and universities,Pledge,"$1,000,000 "
2015,Charles Barkley,,Entertainment,Morehouse College (Atlanta),Georgia,Colleges and universities,Pledge,"$1,000,000 "
2015,Cassina Tarsia,California,,Edgar Cayce's Association for Research and Enlightenment (Virginia Beach),Virginia,Other groups,Pledge,"$1,000,000 "
2015,Sanford I. and Joan H. Weill,New York,Finance,"Paul Smith's College (Paul Smiths, N.Y.)",New York,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,Milligan College (Tenn.),Tennessee,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,"Antioch College (Yellow Springs, Ohio)",Ohio,Colleges and universities,,"$1,000,000 "
2015,Charles K. and Catherine Sewell,Georgia,Manufacturing,"Mount Paran Christian School (Kennesaw, Ga.)",Georgia,Education,,"$1,000,000 "
2015,Peter and Derry Bunting,,Health care,Birmingham-Southern College (Ala.),Alabama,Colleges and universities,,"$1,000,000 "
2015,Allen family,,Education,Davis & Elkins College (W.Va.),West Virginia,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,Loyola U. New Orleans,Louisiana,Colleges and universities,,"$1,000,000 "
2015,David M. Rubenstein,Maryland,Finance,Martha's Table (Washington),District of Columbia,Social services,,"$1,000,000 "
2015,John Rathbone,Virginia,Transportation,"College of William & Mary, Mason School of Business (Williamsburg, Va.)",Virginia,Colleges and universities,Pledge,"$1,000,000 "
2015,Karen Dixon and Nan Schaffer,District of Columbia,Law,Lambda Legal (New York),New York,Other groups,PledgeMatching,"$1,000,000 "
2015,Carlos Alvarez,Texas,Food and beverage,Oregon State U. (Corvallis),Oregon,Colleges and universities,,"$1,000,000 "
2015,Gerald D. and Barbara Hines,Texas,Real estate,"U. of Houston, Gerald D. Hines College of Architecture",Texas,Colleges and universities,Pledge,"$1,000,000 "
2015,David and Timothy Donohue,Massachusetts,Oil,"Pennsylvania State U., College of Earth and Mineral Sciences (University Park)",Pennsylvania,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,"St. Mary's Medical Center (Grand Junction, Colo.)",Colorado,Health,Unrestricted,"$1,000,000 "
2015,John and Fonda Elliot,West Virginia,Health care,U. of Charleston (W.Va.),West Virginia,Colleges and universities,,"$1,000,000 "
2015,Signe Gates,Connecticut,Law,"Susquehanna U. (Selinsgrove, Pa.)",Pennsylvania,Colleges and universities,,"$1,000,000 "
2015,Anonymous,,,"Saint Francis U. (Loretto, Pa.)",Pennsylvania,Colleges and universities,,"$1,000,000 "
2015,Mark Wilkins,Missouri,Finance,"U. of Missouri at Columbia, College of Arts and Science",Missouri,Colleges and universities,Pledge,"$1,000,000 "
2015,Helen and Jabie Hardin Charitable Trust (Helen Hardin),Tennessee,Food and beverage,Memphis Symphony Orchestra,Tennessee,Arts,Gift,"$1,000,000 "
2015,George and Denise Shinn,Tennessee,Professional Sports,Tennessee Baptist Children's Homes (Brentwood),Tennessee,Children and youths,Pledge,"$1,000,000 "
2015,Robert Pence,Indiana,Media and entertainment,"Acres Land Trust (Huntertown, Ind.)",Indiana,Conservation and the environment,UnrestrictedBequest,"$1,000,000 "
2015,Colleen Barrett,,Transportation,"Becker College (Worcester, Mass.)",Massachusetts,Colleges and universities,Gift,"$1,000,000 "
2015,Gene Stein and Marilyn (Mindy) Stein,California,Entertainment,Children's Hospital Los Angeles,California,Health,Gift,"$1,000,000 "
2015,Chris Cox,California,Technology,"Live in Peace (East Palo Alto, Calif.)",California,Human and social services,Gift,"$1,000,000 "
2015,Suzanne Burgoyne,Mississippi,Media and entertainment,"U. of Missouri at Columbia, College of Arts and Science",Missouri,Colleges and universities,Gift,"$1,000,000 "
2015,Ellen and Michael Kullman,Delaware,Chemicals,"Johns Hopkins U., Bloomberg School of Public Health (Baltimore)",Maryland,Health,Gift,"$1,000,000 "
2015,Martin Shkreli,New York,Pharmaceuticals,Hunter College High School (New York),New York,Education,Gift,"$1,000,000 "
2015,Paul Profeta,New Jersey,Real estate,Rutgers U. at Newark (N.J.),New Jersey,Colleges and universities,Gift,"$1,000,000 "
2015,Marc Berson,New Jersey,Law,Rutgers U. at Newark (N.J.),New Jersey,Colleges and universities,Gift,"$1,000,000 "
2015,Nancy Cantor and Steve Brechin,New Jersey,,Rutgers U. at Newark (N.J.),New Jersey,Colleges and universities,Gift,"$1,000,000 "
2015,Raymond G. Chambers,New Jersey,Finance,Rutgers U. at Newark (N.J.),New Jersey,Colleges and universities,Gift,"$1,000,000 "
2015,Farooq and Farida Kathwari,Connecticut,Retail,Western Connecticut State U. (Danbury),Connecticut,Colleges and universities,Gift,"$1,000,000 "
2015,Preston Haskell,Florida,Construction,"U. of Florida, Bob Graham Center for Public Service (Gainesville)",Florida,Colleges and universities,Gift,"$1,000,000 "
2015,Gale V. King,Ohio,Insurance,U. of Florida (Gainesville),Florida,Colleges and universities,Gift,"$1,000,000 "
2015,James Kane,Illinois,Health care,U. of Scranton (Pa.),Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2015,Darlene Marcos Shiley,California,"Health products, Invention",San Diego State U.,California,Colleges and universities,Gift,"$1,000,000 "
2015,Greg Gianforte,Montana,Technology,Montana State U. (Billings),Montana,Colleges and universities,Gift,"$1,000,000 "
2015,Claudia and Steven Perles,Florida,,Miami City Ballet,Florida,Arts,Gift,"$1,000,000 "
2015,Lawrence and Margarete Mertens,Florida,Manufacturing,Florida Institute of Technology (Melbourne),Florida,Colleges and universities,Gift,"$1,000,000 "
2015,Carl and JoAnn Bottcher,Florida,Construction,Florida Institute of Technology (Melbourne),Florida,Colleges and universities,Gift,"$1,000,000 "
2015,Mary Semanik,Pennsylvania,Professional Sports,Drexel U. (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2015,Phil Oates,California,Real estate,City of Sacramento,California,Arts,Gift,"$1,000,000 "
2015,Kevin Nagle,Ohio,Pharmaceuticals,City of Sacramento,California,Arts,Gift,"$1,000,000 "
2015,Vivek Ranadivé,California,Professional Sports,City of Sacramento,California,Arts,Gift,"$1,000,000 "
2015,Anonymous,,,Ohio U. (Athens),Ohio,Colleges and universities,Gift,"$1,000,000 "
2015,Ted Caplow,,Engineering,Patricia and Phillip Frost Museum of Science (Miami),Florida,Science,Gift,"$1,000,000 "
2015,Rocco and Mary Abessinio,Delaware,Finance,"Alfred I. duPont Hospital for Children (Rockland, Del.)",Delaware,Health,Gift,"$1,000,000 "
2015,Margaret Harris,Pennsylvania,Family wealth,Nationalities Service Center (Philadelphia),Pennsylvania,Human and social services,Gift,"$1,000,000 "
2015,Lyman Pope Jr.,New Hampshire,Real estate,"Pope Memorial Humane Society of Knox County (Thomaston, Me.)",Maine,Other groups,Gift,"$1,000,000 "
2015,David A. Stein,Florida,Food and beverage,Jacksonville Humane Society (Fla.),Florida,Other groups,Gift,"$1,000,000 "
2015,Delores Barr and Wayne Weaver,Florida,Investments,Jacksonville Humane Society (Fla.),Florida,Other groups,Gift,"$1,000,000 "
2015,Michael Munz,Florida,Health care,Jacksonville Humane Society (Fla.),Florida,Other groups,Gift,"$1,000,000 "
2015,Jack R. and Rose-Marie Anderson,Texas,"Consulting, Health care, Investments","Miami U., Farmer School of Business (Oxford, Ohio)",Ohio,Colleges and universities,Gift,"$1,000,000 "
2015,Ming Hsieh,California,Technology,Children's Hospital Los Angeles,California,Health,Gift,"$1,000,000 "
2015,Anne Steele,Washington,Family wealth,Gage Academy of Art (Seattle),Washington,Arts,Gift,"$1,000,000 "
2015,Duncan and Ellen McFarland,Massachusetts,Finance,Panthera (New York),New York,Conservation and the environment,Gift,"$1,000,000 "
2015,Larry and Jinny Browning,Missouri,Entertainment,Webster U. (St. Louis),Missouri,Colleges and universities,Gift,"$1,000,000 "
2015,Douglas Allred,California,Real estate,U. of Arizona (Tucson),Arizona,Colleges and universities,GiftMatching,"$1,000,000 "
2015,Bill Greehey,Texas,"Energy, Oil",St. Mary's U. (San Antonio),Texas,Colleges and universities,Gift,"$1,000,000 "
2015,William J. and Jane Carney,Georgia,Law,Emory U. School of Law (Atlanta),Georgia,Colleges and universities,GiftChallenge,"$1,000,000 "
2015,Arthur Kochoff,Michigan,Investments,"Henry Ford College (Dearborn, Mich.)",Michigan,Colleges and universities,Bequest,"$1,000,000 "
2015,Ron and Laura Strain,Florida,Food and beverage,U. of Indianapolis,Indiana,Colleges and universities,Gift,"$1,000,000 "
